"","state_abbrev","district_code","bioname_107","bioname_108","bioname_109","bioname_110","bioname_111","bioname_112","bioname_113","bioname_114","bioname_115","bioname_116","bioname_117","party_code_107","party_code_108","party_code_109","party_code_110","party_code_111","party_code_112","party_code_113","party_code_114","party_code_115","party_code_116","party_code_117","nominate_dim1_107","nominate_dim1_108","nominate_dim1_109","nominate_dim1_110","nominate_dim1_111","nominate_dim1_112","nominate_dim1_113","nominate_dim1_114","nominate_dim1_115","nominate_dim1_116","nominate_dim1_117"
"255","NM",3,"UDALL, Thomas (Tom)","UDALL, Thomas (Tom)","UDALL, Thomas (Tom)","UDALL, Thomas (Tom)","LUJÁN, Ben Ray","LUJÁN, Ben Ray","LUJÁN, Ben Ray","LUJÁN, Ben Ray","LUJÁN, Ben Ray","LUJÁN, Ben Ray","LEGER FERNANDEZ, Teresa",100,100,100,100,100,100,100,100,100,100,100,-0.453,-0.453,-0.453,-0.453,-0.368,-0.368,-0.368,-0.368,-0.368,-0.368,-0.397
"256","NY",15,"RANGEL, Charles B.","RANGEL, Charles B.","RANGEL, Charles B.","RANGEL, Charles B.","RANGEL, Charles B.","RANGEL, Charles B.","SERRANO, José E.","SERRANO, José E.","SERRANO, José E.","SERRANO, José E.","TORRES, Ritchie",100,100,100,100,100,100,100,100,100,100,100,-0.514,-0.514,-0.514,-0.514,-0.514,-0.514,-0.491,-0.491,-0.491,-0.491,-0.539
"257","NY",20,"GILMAN, Benjamin Arthur","SWEENEY, John E.","SWEENEY, John E.","GILLIBRAND, Kirsten","GILLIBRAND, Kirsten","GIBSON, Christopher","TONKO, Paul","TONKO, Paul","TONKO, Paul","TONKO, Paul","TONKO, Paul",200,200,200,100,100,200,100,100,100,100,100,0.043,0.249,0.249,-0.473,-0.473,0.203,-0.421,-0.421,-0.421,-0.421,-0.421
"258","NY",29,"LaFALCE, John Joseph","HOUGHTON, Amory, Jr.","KUHL, John R. (Randy), Jr.","KUHL, John R. (Randy), Jr.","MASSA, Eric J.J.","REED, Thomas W. II",NA,NA,NA,NA,NA,100,200,200,200,100,200,NA,NA,NA,NA,NA,-0.357,0.154,0.277,0.277,-0.201,0.271,NA,NA,NA,NA,NA
"259","NY",5,"ACKERMAN, Gary Leonard","ACKERMAN, Gary Leonard","ACKERMAN, Gary Leonard","ACKERMAN, Gary Leonard","ACKERMAN, Gary Leonard","ACKERMAN, Gary Leonard","MEEKS, Gregory W.","MEEKS, Gregory W.","MEEKS, Gregory W.","MEEKS, Gregory W.","MEEKS, Gregory W.",100,100,100,100,100,100,100,100,100,100,100,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.414,-0.414,-0.414,-0.414,-0.414
"260","NY",23,"BOEHLERT, Sherwood Louis","McHUGH, John Michael","McHUGH, John Michael","McHUGH, John Michael","OWENS, William","OWENS, William","REED, Thomas W. II","REED, Thomas W. II","REED, Thomas W. II","REED, Thomas W. II","REED, Thomas W. II",200,200,200,200,100,100,200,200,200,200,200,0.103,0.225,0.225,0.225,-0.182,-0.182,0.271,0.271,0.271,0.271,0.271
"261","NY",11,"OWENS, Major Robert Odell","OWENS, Major Robert Odell","OWENS, Major Robert Odell","CLARKE, Yvette Diane","CLARKE, Yvette Diane","CLARKE, Yvette Diane","GRIMM, Michael G.","DONOVAN, Daniel M., Jr.","DONOVAN, Daniel M., Jr.","ROSE, Max","MALLIOTAKIS, Nicole",100,100,100,100,100,100,200,200,200,100,200,-0.569,-0.569,-0.569,-0.613,-0.613,-0.613,0.219,0.227,0.227,-0.176,0.257
"262","NY",10,"TOWNS, Edolphus","TOWNS, Edolphus","TOWNS, Edolphus","TOWNS, Edolphus","TOWNS, Edolphus","TOWNS, Edolphus","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis",100,100,100,100,100,100,100,100,100,100,100,-0.519,-0.519,-0.519,-0.519,-0.519,-0.519,-0.508,-0.508,-0.508,-0.508,-0.508
"263","NY",31,"HOUGHTON, Amory, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","NY",28,"SLAUGHTER, Louise McIntosh","SLAUGHTER, Louise McIntosh","SLAUGHTER, Louise McIntosh","SLAUGHTER, Louise McIntosh","SLAUGHTER, Louise McIntosh","SLAUGHTER, Louise McIntosh",NA,NA,NA,NA,NA,100,100,100,100,100,100,NA,NA,NA,NA,NA,-0.465,-0.465,-0.465,-0.465,-0.465,-0.465,NA,NA,NA,NA,NA
"265","NY",17,"ENGEL, Eliot Lance","ENGEL, Eliot Lance","ENGEL, Eliot Lance","ENGEL, Eliot Lance","ENGEL, Eliot Lance","ENGEL, Eliot Lance","LOWEY, Nita M.","LOWEY, Nita M.","LOWEY, Nita M.","LOWEY, Nita M.","JONES, Mondaire",100,100,100,100,100,100,100,100,100,100,100,-0.408,-0.408,-0.408,-0.408,-0.408,-0.408,-0.389,-0.389,-0.389,-0.389,-0.409
"266","NY",18,"LOWEY, Nita M.","LOWEY, Nita M.","LOWEY, Nita M.","LOWEY, Nita M.","LOWEY, Nita M.","LOWEY, Nita M.","MALONEY, Sean Patrick","MALONEY, Sean Patrick","MALONEY, Sean Patrick","MALONEY, Sean Patrick","MALONEY, Sean Patrick",100,100,100,100,100,100,100,100,100,100,100,-0.389,-0.389,-0.389,-0.389,-0.389,-0.389,-0.238,-0.238,-0.238,-0.238,-0.238
"267","NY",21,"McNULTY, Michael Robert","McNULTY, Michael Robert","McNULTY, Michael Robert","McNULTY, Michael Robert","TONKO, Paul","TONKO, Paul","OWENS, William","STEFANIK, Elise M","STEFANIK, Elise M","STEFANIK, Elise M","STEFANIK, Elise M",100,100,100,100,100,100,100,200,200,200,200,-0.369,-0.369,-0.369,-0.369,-0.421,-0.421,-0.182,0.246,0.246,0.246,0.246
"268","NY",25,"WALSH, James T.","WALSH, James T.","WALSH, James T.","WALSH, James T.","MAFFEI, Daniel B.","BUERKLE, Ann Marie","SLAUGHTER, Louise McIntosh","SLAUGHTER, Louise McIntosh","SLAUGHTER, Louise McIntosh","MORELLE, Joseph D.","MORELLE, Joseph D.",200,200,200,200,100,200,100,100,100,100,100,0.208,0.208,0.208,0.208,-0.19,0.579,-0.465,-0.465,-0.465,-0.358,-0.358
"269","NY",1,"GRUCCI, Jr., Felix J.","BISHOP, Timothy H.","BISHOP, Timothy H.","BISHOP, Timothy H.","BISHOP, Timothy H.","BISHOP, Timothy H.","BISHOP, Timothy H.","ZELDIN, Lee M","ZELDIN, Lee M","ZELDIN, Lee M","ZELDIN, Lee M",200,100,100,100,100,100,100,200,200,200,200,0.238,-0.338,-0.338,-0.338,-0.338,-0.338,-0.338,0.397,0.397,0.397,0.397
"270","NY",2,"ISRAEL, Steve","ISRAEL, Steve","ISRAEL, Steve","ISRAEL, Steve","ISRAEL, Steve","ISRAEL, Steve","KING, Peter T.","KING, Peter T.","KING, Peter T.","KING, Peter T.","GARBARINO, Andrew R.",100,100,100,100,100,100,200,200,200,200,200,-0.334,-0.334,-0.334,-0.334,-0.334,-0.334,0.259,0.259,0.259,0.259,0.277
"271","NY",16,"SERRANO, José E.","SERRANO, José E.","SERRANO, José E.","SERRANO, José E.","SERRANO, José E.","SERRANO, José E.","ENGEL, Eliot Lance","ENGEL, Eliot Lance","ENGEL, Eliot Lance","ENGEL, Eliot Lance","BOWMAN, Jamaal",100,100,100,100,100,100,100,100,100,100,100,-0.491,-0.491,-0.491,-0.491,-0.491,-0.491,-0.408,-0.408,-0.408,-0.408,-0.312
"272","NY",3,"KING, Peter T.","KING, Peter T.","KING, Peter T.","KING, Peter T.","KING, Peter T.","KING, Peter T.","ISRAEL, Steve","ISRAEL, Steve","SUOZZI, Thomas","SUOZZI, Thomas","SUOZZI, Thomas",200,200,200,200,200,200,100,100,100,100,100,0.259,0.259,0.259,0.259,0.259,0.259,-0.334,-0.334,-0.216,-0.216,-0.216
"273","NY",8,"NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","NADLER, Jerrold Lewis","JEFFRIES, Hakeem","JEFFRIES, Hakeem","JEFFRIES, Hakeem","JEFFRIES, Hakeem","JEFFRIES, Hakeem",100,100,100,100,100,100,100,100,100,100,100,-0.508,-0.508,-0.508,-0.508,-0.508,-0.508,-0.489,-0.489,-0.489,-0.489,-0.489
"274","NY",12,"VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher",100,100,100,100,100,100,100,100,100,100,100,-0.547,-0.547,-0.547,-0.547,-0.547,-0.547,-0.387,-0.387,-0.387,-0.387,-0.387
"275","NY",14,"MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","MALONEY, Carolyn Bosher","CROWLEY, Joseph","CROWLEY, Joseph","CROWLEY, Joseph","OCASIO-CORTEZ, Alexandria","OCASIO-CORTEZ, Alexandria",100,100,100,100,100,100,100,100,100,100,100,-0.387,-0.387,-0.387,-0.387,-0.387,-0.387,-0.412,-0.412,-0.412,-0.246,-0.246
"276","NY",26,"HINCHEY, Maurice Dunlea","REYNOLDS, Thomas M.","REYNOLDS, Thomas M.","REYNOLDS, Thomas M.","LEE, Christopher John","LEE, Christopher John","HIGGINS, Brian","HIGGINS, Brian","HIGGINS, Brian","HIGGINS, Brian","HIGGINS, Brian",100,200,200,200,200,200,100,100,100,100,100,-0.575,0.349,0.349,0.349,0.313,0.313,-0.348,-0.348,-0.348,-0.348,-0.348
"277","NY",30,"QUINN, John Francis (Jack)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","NY",19,"KELLY, Sue W.","KELLY, Sue W.","KELLY, Sue W.","HALL, John","HALL, John","HAYWORTH, Nan","GIBSON, Christopher","GIBSON, Christopher","FASO, John J.","DELGADO, Antonio","DELGADO, Antonio",200,200,200,100,100,200,200,200,200,100,100,0.231,0.231,0.231,-0.319,-0.319,0.282,0.203,0.203,0.234,-0.23,-0.23
"279","NY",4,"McCARTHY, Carolyn","McCARTHY, Carolyn","McCARTHY, Carolyn","McCARTHY, Carolyn","McCARTHY, Carolyn","McCARTHY, Carolyn","McCARTHY, Carolyn","RICE, Kathleen Maura","RICE, Kathleen Maura","RICE, Kathleen Maura","RICE, Kathleen Maura",100,100,100,100,100,100,100,100,100,100,100,-0.294,-0.294,-0.294,-0.294,-0.294,-0.294,-0.294,-0.286,-0.286,-0.286,-0.286
"280","NY",13,"FOSSELLA, Vito John","FOSSELLA, Vito John","FOSSELLA, Vito John","FOSSELLA, Vito John","McMAHON, Michael E.","GRIMM, Michael G.","RANGEL, Charles B.","RANGEL, Charles B.","ESPAILLAT, Adriano J.","ESPAILLAT, Adriano J.","ESPAILLAT, Adriano J.",200,200,200,200,100,200,100,100,100,100,100,0.426,0.426,0.426,0.426,-0.156,0.219,-0.514,-0.514,-0.615,-0.615,-0.615
"281","NY",6,"MEEKS, Gregory W.","MEEKS, Gregory W.","MEEKS, Gregory W.","MEEKS, Gregory W.","MEEKS, Gregory W.","MEEKS, Gregory W.","MENG, Grace","MENG, Grace","MENG, Grace","MENG, Grace","MENG, Grace",100,100,100,100,100,100,100,100,100,100,100,-0.414,-0.414,-0.414,-0.414,-0.414,-0.414,-0.376,-0.376,-0.376,-0.376,-0.376
"282","NY",7,"CROWLEY, Joseph","CROWLEY, Joseph","CROWLEY, Joseph","CROWLEY, Joseph","CROWLEY, Joseph","CROWLEY, Joseph","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.","VELÁZQUEZ, Nydia M.",100,100,100,100,100,100,100,100,100,100,100,-0.412,-0.412,-0.412,-0.412,-0.412,-0.412,-0.547,-0.547,-0.547,-0.547,-0.547
"283","NY",9,"WEINER, Anthony D.","WEINER, Anthony D.","WEINER, Anthony D.","WEINER, Anthony D.","WEINER, Anthony D.","TURNER, Robert L.","CLARKE, Yvette Diane","CLARKE, Yvette Diane","CLARKE, Yvette Diane","CLARKE, Yvette Diane","CLARKE, Yvette Diane",100,100,100,100,100,200,100,100,100,100,100,-0.408,-0.408,-0.408,-0.408,-0.408,0.281,-0.613,-0.613,-0.613,-0.613,-0.613
"284","NY",22,"SWEENEY, John E.","HINCHEY, Maurice Dunlea","HINCHEY, Maurice Dunlea","HINCHEY, Maurice Dunlea","HINCHEY, Maurice Dunlea","HINCHEY, Maurice Dunlea","HANNA, Richard","HANNA, Richard","TENNEY, Claudia","BRINDISI, Anthony","TENNEY, Claudia",200,100,100,100,100,100,200,200,200,100,200,0.249,-0.575,-0.575,-0.575,-0.575,-0.575,0.215,0.215,0.385,-0.154,0.385
"285","NY",27,"REYNOLDS, Thomas M.","QUINN, John Francis (Jack)","HIGGINS, Brian","HIGGINS, Brian","HIGGINS, Brian","HIGGINS, Brian","COLLINS, Chris","COLLINS, Chris","COLLINS, Chris","COLLINS, Chris","JACOBS, Chris",200,200,100,100,100,100,200,200,200,200,200,0.349,0.198,-0.348,-0.348,-0.348,-0.348,0.357,0.357,0.357,0.357,0.335
"286","NY",24,"McHUGH, John Michael","BOEHLERT, Sherwood Louis","BOEHLERT, Sherwood Louis","ARCURI, Michael","ARCURI, Michael","HANNA, Richard","MAFFEI, Daniel B.","KATKO, John","KATKO, John","KATKO, John","KATKO, John",200,200,200,100,100,200,100,200,200,200,200,0.225,0.103,0.103,-0.206,-0.206,0.215,-0.19,0.194,0.194,0.194,0.194
"287","NC",6,"COBLE, Howard","COBLE, Howard","COBLE, Howard","COBLE, Howard","COBLE, Howard","COBLE, Howard","COBLE, Howard","WALKER, Bradley Mark","WALKER, Bradley Mark","WALKER, Bradley Mark","MANNING, Kathy E.",200,200,200,200,200,200,200,200,200,200,100,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.641,0.641,0.641,-0.265
"288","NC",10,"BALLENGER, Cass","BALLENGER, Cass","McHENRY, Patrick T.","McHENRY, Patrick T.","McHENRY, Patrick T.","McHENRY, Patrick T.","McHENRY, Patrick T.","McHENRY, Patrick T.","McHENRY, Patrick T.","McHENRY, Patrick T.","McHENRY, Patrick T.",200,200,200,200,200,200,200,200,200,200,200,0.464,0.464,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543
"289","NC",4,"PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene","PRICE, David Eugene",100,100,100,100,100,100,100,100,100,100,100,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343
"290","NC",11,"TAYLOR, Charles Hart","TAYLOR, Charles Hart","TAYLOR, Charles Hart","SHULER, Heath","SHULER, Heath","SHULER, Heath","MEADOWS, Mark","MEADOWS, Mark","MEADOWS, Mark","MEADOWS, Mark","CAWTHORN, Madison",200,200,200,100,100,100,200,200,200,200,200,0.488,0.488,0.488,-0.07,-0.07,-0.07,0.605,0.605,0.605,0.605,0.568
"291","NC",1,"CLAYTON, Eva M.","BALLANCE, Frank W., Jr.","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)","BUTTERFIELD, George Kenneth, Jr. (G.K.)",100,100,100,100,100,100,100,100,100,100,100,-0.459,-0.446,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404
"292","NC",12,"WATT, Melvin L.","WATT, Melvin L.","WATT, Melvin L.","WATT, Melvin L.","WATT, Melvin L.","WATT, Melvin L.","ADAMS, Alma","ADAMS, Alma","ADAMS, Alma","ADAMS, Alma","ADAMS, Alma",100,100,100,100,100,100,100,100,100,100,100,-0.526,-0.526,-0.526,-0.526,-0.526,-0.526,-0.466,-0.466,-0.466,-0.466,-0.466
"293","NC",3,"JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","JONES, Walter Beaman, Jr.","MURPHY, Gregory Francis","MURPHY, Gregory Francis",200,200,200,200,200,200,200,200,200,200,200,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.472,0.472
"294","NC",5,"BURR, Richard M.","BURR, Richard M.","FOXX, Virginia Ann","FOXX, Virginia Ann","FOXX, Virginia Ann","FOXX, Virginia Ann","FOXX, Virginia Ann","FOXX, Virginia Ann","FOXX, Virginia Ann","FOXX, Virginia Ann","FOXX, Virginia Ann",200,200,200,200,200,200,200,200,200,200,200,0.437,0.437,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627,0.627
"295","NC",9,"MYRICK, Sue","MYRICK, Sue","MYRICK, Sue","MYRICK, Sue","MYRICK, Sue","MYRICK, Sue","PITTENGER, Robert","PITTENGER, Robert","PITTENGER, Robert","BISHOP, Dan","BISHOP, Dan",200,200,200,200,200,200,200,200,200,200,200,0.56,0.56,0.56,0.56,0.56,0.56,0.561,0.561,0.561,0.715,0.715
"296","NC",2,"ETHERIDGE, Bobby R.","ETHERIDGE, Bobby R.","ETHERIDGE, Bobby R.","ETHERIDGE, Bobby R.","ETHERIDGE, Bobby R.","ELLMERS, Renee","ELLMERS, Renee","ELLMERS, Renee","HOLDING, George E.B.","HOLDING, George E.B.","ROSS, Deborah K.",100,100,100,100,100,200,200,200,200,200,100,-0.288,-0.288,-0.288,-0.288,-0.288,0.406,0.406,0.406,0.604,0.604,-0.376
"297","NC",7,"McINTYRE, Mike","McINTYRE, Mike","McINTYRE, Mike","McINTYRE, Mike","McINTYRE, Mike","McINTYRE, Mike","McINTYRE, Mike","ROUZER, David","ROUZER, David","ROUZER, David","ROUZER, David",100,100,100,100,100,100,100,200,200,200,200,-0.148,-0.148,-0.148,-0.148,-0.148,-0.148,-0.148,0.57,0.57,0.57,0.57
"298","NC",8,"HAYES, Robert (Robin)","HAYES, Robert (Robin)","HAYES, Robert (Robin)","HAYES, Robert (Robin)","KISSELL, Larry","KISSELL, Larry","HUDSON, Richard","HUDSON, Richard","HUDSON, Richard","HUDSON, Richard","HUDSON, Richard",200,200,200,200,100,100,200,200,200,200,200,0.351,0.351,0.351,0.351,-0.182,-0.182,0.558,0.558,0.558,0.558,0.558
"299","ND",1,"POMEROY, Earl Ralph, III","POMEROY, Earl Ralph, III","POMEROY, Earl Ralph, III","POMEROY, Earl Ralph, III","POMEROY, Earl Ralph, III","BERG, Rick","CRAMER, Kevin","CRAMER, Kevin","CRAMER, Kevin","ARMSTRONG, Kelly","ARMSTRONG, Kelly",100,100,100,100,100,200,200,200,200,200,200,-0.266,-0.266,-0.266,-0.266,-0.266,0.328,0.402,0.402,0.402,0.48,0.48
"300","OH",16,"REGULA, Ralph Straus","REGULA, Ralph Straus","REGULA, Ralph Straus","REGULA, Ralph Straus","BOCCIERI, John A.","RENACCI, Jim","RENACCI, Jim","RENACCI, Jim","RENACCI, Jim","GONZALEZ, Anthony","GONZALEZ, Anthony",200,200,200,200,100,200,200,200,200,200,200,0.221,0.221,0.221,0.221,-0.185,0.387,0.387,0.387,0.387,0.263,0.263
"301","OH",3,"HALL, Tony Patrick","TURNER, Michael R.","TURNER, Michael R.","TURNER, Michael R.","TURNER, Michael R.","TURNER, Michael R.","BEATTY, Joyce","BEATTY, Joyce","BEATTY, Joyce","BEATTY, Joyce","BEATTY, Joyce",100,200,200,200,200,200,100,100,100,100,100,-0.28,0.276,0.276,0.276,0.276,0.276,-0.433,-0.433,-0.433,-0.433,-0.433
"302","OH",4,"OXLEY, Michael Garver","OXLEY, Michael Garver","OXLEY, Michael Garver","JORDAN, Jim","JORDAN, Jim","JORDAN, Jim","JORDAN, Jim","JORDAN, Jim","JORDAN, Jim","JORDAN, Jim","JORDAN, Jim",200,200,200,200,200,200,200,200,200,200,200,0.382,0.382,0.382,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717
"303","OH",9,"KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)","KAPTUR, Marcia Carolyn (Marcy)",100,100,100,100,100,100,100,100,100,100,100,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35
"304","OH",17,"TRAFICANT, James A., Jr.","RYAN, Timothy J.","RYAN, Timothy J.","RYAN, Timothy J.","RYAN, Timothy J.","RYAN, Timothy J.",NA,NA,NA,NA,NA,100,100,100,100,100,100,NA,NA,NA,NA,NA,-0.082,-0.402,-0.402,-0.402,-0.402,-0.402,NA,NA,NA,NA,NA
"305","OH",14,"SAWYER, Thomas Charles","LaTOURETTE, Steven C.","LaTOURETTE, Steven C.","LaTOURETTE, Steven C.","LaTOURETTE, Steven C.","LaTOURETTE, Steven C.","JOYCE, David","JOYCE, David","JOYCE, David","JOYCE, David","JOYCE, David",100,200,200,200,200,200,200,200,200,200,200,-0.377,0.211,0.211,0.211,0.211,0.211,0.264,0.264,0.264,0.264,0.264
"306","OH",5,"GILLMOR, Paul Eugene","GILLMOR, Paul Eugene","GILLMOR, Paul Eugene","GILLMOR, Paul Eugene","LATTA, Robert E.","LATTA, Robert E.","LATTA, Robert E.","LATTA, Robert E.","LATTA, Robert E.","LATTA, Robert E.","LATTA, Robert E.",200,200,200,200,200,200,200,200,200,200,200,0.254,0.254,0.254,0.254,0.515,0.515,0.515,0.515,0.515,0.515,0.515
"307","OH",12,"TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","TIBERI, Patrick (Pat)","BALDERSON, Troy","BALDERSON, Troy",200,200,200,200,200,200,200,200,200,200,200,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.418,0.418
"308","OH",7,"HOBSON, David Lee","HOBSON, David Lee","HOBSON, David Lee","HOBSON, David Lee","AUSTRIA, Steve","AUSTRIA, Steve","GIBBS, Bob","GIBBS, Bob","GIBBS, Bob","GIBBS, Bob","GIBBS, Bob",200,200,200,200,200,200,200,200,200,200,200,0.315,0.315,0.315,0.315,0.367,0.367,0.479,0.479,0.479,0.479,0.479
"309","OH",8,"BOEHNER, John Andrew","BOEHNER, John Andrew","BOEHNER, John Andrew","BOEHNER, John Andrew","BOEHNER, John Andrew","BOEHNER, John Andrew","BOEHNER, John Andrew","DAVIDSON, Warren","DAVIDSON, Warren","DAVIDSON, Warren","DAVIDSON, Warren",200,200,200,200,200,200,200,200,200,200,200,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.676,0.676,0.676,0.676
"310","OH",2,"PORTMAN, Robert Jones (Rob)","PORTMAN, Robert Jones (Rob)","SCHMIDT, Jean","SCHMIDT, Jean","SCHMIDT, Jean","SCHMIDT, Jean","WENSTRUP, Brad","WENSTRUP, Brad","WENSTRUP, Brad","WENSTRUP, Brad","WENSTRUP, Brad",200,200,200,200,200,200,200,200,200,200,200,0.37,0.37,0.467,0.467,0.467,0.467,0.543,0.543,0.543,0.543,0.543
"311","OH",13,"BROWN, Sherrod","BROWN, Sherrod","BROWN, Sherrod","SUTTON, Betty","SUTTON, Betty","SUTTON, Betty","RYAN, Timothy J.","RYAN, Timothy J.","RYAN, Timothy J.","RYAN, Timothy J.","RYAN, Timothy J.",100,100,100,100,100,100,100,100,100,100,100,-0.428,-0.428,-0.428,-0.44,-0.44,-0.44,-0.402,-0.402,-0.402,-0.402,-0.402
"312","OH",15,"PRYCE, Deborah D.","PRYCE, Deborah D.","PRYCE, Deborah D.","PRYCE, Deborah D.","KILROY, Mary Jo","STIVERS, Steve","STIVERS, Steve","STIVERS, Steve","STIVERS, Steve","STIVERS, Steve","STIVERS, Steve",200,200,200,200,100,200,200,200,200,200,200,0.32,0.32,0.32,0.32,-0.318,0.3,0.3,0.3,0.3,0.3,0.3
"313","OH",1,"CHABOT, Steve","CHABOT, Steve","CHABOT, Steve","CHABOT, Steve","DRIEHAUS, Steve","CHABOT, Steve","CHABOT, Steve","CHABOT, Steve","CHABOT, Steve","CHABOT, Steve","CHABOT, Steve",200,200,200,200,100,200,200,200,200,200,200,0.559,0.559,0.559,0.559,-0.184,0.559,0.559,0.559,0.559,0.559,0.559
"314","OH",18,"NEY, Robert William","NEY, Robert William","NEY, Robert William","SPACE, Zack","SPACE, Zack","GIBBS, Bob",NA,NA,NA,NA,NA,200,200,200,100,100,200,NA,NA,NA,NA,NA,0.269,0.269,0.269,-0.167,-0.167,0.479,NA,NA,NA,NA,NA
"315","OH",19,"LaTOURETTE, Steven C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","OH",6,"STRICKLAND, Ted","STRICKLAND, Ted","STRICKLAND, Ted","WILSON, Charlie","WILSON, Charlie","JOHNSON, Bill","JOHNSON, Bill","JOHNSON, Bill","JOHNSON, Bill","JOHNSON, Bill","JOHNSON, Bill",100,100,100,100,100,200,200,200,200,200,200,-0.384,-0.384,-0.384,-0.321,-0.321,0.426,0.426,0.426,0.426,0.426,0.426
"317","OH",10,"KUCINICH, Dennis","KUCINICH, Dennis","KUCINICH, Dennis","KUCINICH, Dennis","KUCINICH, Dennis","KUCINICH, Dennis","TURNER, Michael R.","TURNER, Michael R.","TURNER, Michael R.","TURNER, Michael R.","TURNER, Michael R.",100,100,100,100,100,100,200,200,200,200,200,-0.582,-0.582,-0.582,-0.582,-0.582,-0.582,0.276,0.276,0.276,0.276,0.276
"318","OH",11,"JONES, Stephanie Tubbs","JONES, Stephanie Tubbs","JONES, Stephanie Tubbs","FUDGE, Marcia L.","FUDGE, Marcia L.","FUDGE, Marcia L.","FUDGE, Marcia L.","FUDGE, Marcia L.","FUDGE, Marcia L.","FUDGE, Marcia L.","FUDGE, Marcia L.",100,100,100,100,100,100,100,100,100,100,100,-0.521,-0.521,-0.521,-0.581,-0.581,-0.581,-0.581,-0.581,-0.581,-0.581,-0.581
